Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина секвойи Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина хлопкового дерева Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина мирта Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина красного дерева Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина бальзы Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина ивы Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина орехового дерева Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина гринхарта Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина вишнёвого дерева Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина гибискуса Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина тополя Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина пальмы Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина дынного дерева Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина сосны Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина сливового дерева Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина клёна Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина цитрусового дерева Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина гигантской секвойи Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина муравьиного дерева Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина падука Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина кокоболо Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина зебрано Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина лиственницы (огнестойкость) Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина тикового дерева (огнестойкость) Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина акации (огнестойкость) Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина липы (огнестойкость) Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина каштана (огнестойкость) Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина дерева Венге (огнестойкость) Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина баобаба (огнестойкость) Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина секвойи (огнестойкость) Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина хлопкового дерева (огнестойкость) Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина мирта (огнестойкость) Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина красного дерева (огнестойкость) Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина бальзы (огнестойкость) Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина ивы (огнестойкость) Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина орехового дерева (огнестойкость) Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина гринхарта (огнестойкость) Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина вишнёвого дерева (огнестойкость) Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина гибискуса (огнестойкость) Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина тополя (огнестойкость) Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина пальмы (огнестойкость) Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина дынного дерева (огнестойкость) Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина сосны (огнестойкость) Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина сливового дерева (огнестойкость) Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина клёна (огнестойкость) Верх/Низ
